983	rpbId
HT015992466	929t093676
HT016054630	929t094595
HT016094924	929t100900
HT016291741	929t101937
HT016643408	929t110123
HT016838190	929t112960
HT016931655	929t114150
HT016365809	929t114827
HT017078485	929t120076
HT017103352	929t120642
HT017164449	929t120949
HT016876164	929t123015
HT017574402	929t131081
HT017595078	929t131388
HT017583455	929t131509
HT017752297	929t133285
HT017752297	929t133286
HT017752297	929t133287
HT017752297	929t133288
HT017752297	929t133289
HT017752297	929t133290
HT017752297	929t133291
HT017752297	929t133292
HT017752297	929t133293
HT017752297	929t133294
HT017752297	929t133295
HT017752297	929t133296
HT017752297	929t133297
HT017752297	929t133298
HT017752297	929t133299
HT017752297	929t133300
HT017752297	929t133301
HT017752297	929t133302
HT017752297	929t133303
HT017752297	929t133304
HT017752297	929t133305
HT017752297	929t133306
HT017752297	929t133307
HT017752297	929t133308
HT017752297	929t133309
HT017752297	929t133310
HT017752297	929t133311
HT017752297	929t133312
HT017752297	929t133313
HT017752297	929t133314
HT017752297	929t133315
HT017752297	929t133316
HT017752297	929t133320
HT017752297	929t133321
HT017752297	929t133322
HT017752297	929t133323
HT017752297	929t133324
HT017752297	929t133325
HT017752297	929t133326
HT017752297	929t133327
HT017752297	929t133328
HT017752297	929t133329
HT017752297	929t133330
HT017752297	929t133331
HT017752297	929t133332
HT017752297	929t133333
HT017752297	929t133334
HT017752297	929t133335
HT017752297	929t133336
HT017752297	929t133337
HT017752297	929t133338
HT017752297	929t133339
HT017752297	929t133340
HT017752297	929t133341
HT017752297	929t133342
HT017752297	929t133343
HT017752297	929t133344
HT017752297	929t133345
HT017752297	929t133346
HT017752297	929t133355
HT017752297	929t133356
HT017752297	929t133357
HT017752297	929t133358
HT017752297	929t133359
HT017752297	929t133360
HT017752297	929t133361
HT017752297	929t133362
HT017752297	929t133363
HT017752297	929t133364
HT017752297	929t133365
HT017752297	929t133366
HT018136175	929t140468
HT018136027	929t140470
HT018294489	929t142447
HT017749949	929t142545
HT017749818	929t142547
HT018320132	929t142988
HT018538120	929t151021
HT018538120	929t151022
HT018538120	929t151023
HT018538120	929t151024
HT018538120	929t151025
HT018538120	929t151026
HT018720251	929t152431
HT018845884	929t160805
HT018845884	929t160806
HT018845884	929t160807
HT018845884	929t160808
HT018845884	929t160809
HT018845884	929t160810
HT018845884	929t160811
HT018845884	929t160812
HT018845884	929t160813
HT018845884	929t160814
HT018845884	929t160815
HT018845884	929t160816
HT018845884	929t160817
HT018845884	929t160818
HT018845884	929t160819
HT018845884	929t160820
HT018845884	929t160821
HT018845884	929t160822
HT018845884	929t160849
HT018845884	929t160850
HT018845884	929t160851
HT018845884	929t160852
HT018845884	929t160853
HT018845884	929t160854
HT018845884	929t160855
HT018845884	929t160856
HT018845884	929t160857
HT018845884	929t160858
HT018845884	929t160859
HT018845884	929t160860
HT018845884	929t160861
HT018845884	929t160862
HT018845884	929t160863
HT018845884	929t160864
HT018845884	929t160865
HT018845884	929t160866
HT018845884	929t160867
HT018845884	929t160868
HT018845884	929t160869
HT018845884	929t160870
HT018845884	929t160871
HT018845884	929t160872
HT018845884	929t160873
HT018845884	929t160874
HT018845884	929t160875
HT018845884	929t160876
HT018845884	929t160877
HT018845884	929t160878
HT018845884	929t160879
HT018845884	929t160880
HT018845884	929t160901
HT018845884	929t160902
HT018845884	929t160903
HT018845884	929t160904
HT018845884	929t160905
HT018845884	929t160906
HT018845884	929t160907
HT018845884	929t160908
HT018845884	929t160909
HT018845884	929t160910
HT018845884	929t160911
HT018845884	929t160912
HT018845884	929t160913
HT018845884	929t160914
HT018845884	929t160915
HT018845884	929t160916
HT018845884	929t160917
HT018845884	929t160918
HT018845884	929t160919
HT018845884	929t160920
HT018845884	929t160921
HT018845884	929t160922
HT018845884	929t160923
HT018845884	929t160924
HT018845884	929t160925
HT018845884	929t160926
HT018845884	929t160927
HT018845884	929t160940
HT018845884	929t160942
HT018845884	929t160943
HT018845816	929t161112
TT003023750	929t162405
HT005233489	929t163298
HT00718666901 [Hauptbd.]	929t170133
HT019278119	929t171431
HT018538120	929t173714
HT018538120	929t173715
HT018538120	929t173716
HT018538120	929t173717
HT018538120	929t173718
HT018538120	929t173719
HT018538120	929t173720
HT018538120	929t173721
HT018538120	929t173726
HT018538120	929t173727
HT018538120	929t173729
HT018538120	929t173732
HT018538120	929t173734
HT018538120	929t173735
HT018538120	929t173736
HT018538120	929t173737
HT018538120	929t173739
HT018538120	929t173740
HT018538120	929t173746
HT018538120	929t173747
HT018538120	929t173748
HT018538120	929t173750
HT018538120	929t173753
HT018538120	929t173755
HT018538120	929t173759
HT018538120	929t173760
HT018538120	929t173762
HT018538120	929t173763
HT018538120	929t173765
HT018538120	929t173766
HT018538120	929t173767
HT018538120	929t173769
HT018538120	929t173770
HT018538120	929t173771
HT018538120	929t173772
HT018538120	929t173773
HT018538120	929t173774
HT018538120	929t173775
HT018538120	929t173776
HT018538120	929t173777
HT018538120	929t173778
HT018538120	929t173779
HT018538120	929t173780
HT018538120	929t173781
HT018538120	929t173782
HT018538120	929t173783
HT018538120	929t181453
HT018538120	929t181454
HT018538120	929t181455
HT018538120	929t181456
HT018538120	929t181457
HT018538120	929t181458
HT018538120	929t181459
HT018538120	929t181460
HT019529649	929t181614
HT018538120	929t181730
HT018538120	929t181731
HT018538120	929t181732
HT018538120	929t181733
HT018538120	929t181734
HT018538120	929t181735
HT007977758	929t182278
HT004320011	929t182782
HT019855001	929t183026
HT018538120	929t192030
HT018538120	929t192031
HT018538120	929t192033
HT018538120	929t192038
HT018538120	929t192039
HT018538120	929t192040
HT018538120	929t192041
HT018538120	929t192045
HT018538120	929t192046
HT018538120	929t192050
HT018538120	929t192051
HT019839137	929t192134
HT018538120	929t192249
HT018538120	929t192250
HT018538120	929t192251
HT018538120	929t192252
HT018538120	929t192253
HT018538120	929t192255
HT018538120	929t192258
HT018538120	929t192259
HT018538120	929t192260
HT018538120	929t192261
HT018538120	929t192262
HT018538120	929t192270
HT018538120	929t192271
HT018538120	929t192272
HT018538120	929t192273
HT018538120	929t192283
HT018538120	929t192284
HT018538120	929t192285
HT018538120	929t192287
HT018538120	929t192288
HT018538120	929t192289
HT018538120	929t192290
HT018538120	929t192291
HT018538120	929t192292
HT018538120	929t192293
HT018538120	929t192294
HT018538120	929t192295
HT018538120	929t192296
HT018538120	929t192297
HT018538120	929t192298
HT018538120	929t192299
HT018538120	929t192300
HT018538120	929t192301
HT018538120	929t192302
HT018538120	929t192303
HT018538120	929t192304
HT018538120	929t192305
HT018538120	929t192306
HT018538120	929t192307
HT018538120	929t192308
HT018538120	929t192309
HT018538120	929t192310
HT018538120	929t192313
HT018538120	929t192314
HT018538120	929t192315
HT018538120	929t192316
HT018538120	929t192317
HT018538120	929t192318
HT018538120	929t192320
HT018538120	929t192321
HT018538120	929t192322
HT018538120	929t192323
HT018538120	929t192324
HT018538120	929t192325
HT018538120	929t192326
HT018538120	929t192327
HT018538120	929t192328
HT018538120	929t192329
HT018538120	929t192330
HT018538120	929t192331
HT018538120	929t192333
HT018538120	929t192334
HT018538120	929t192335
1160459398	929t192594
HT020286677	929t200869
HT020830678	929t210622
1187925683	929t211353
P	929t211508
1172916918	929t212091
1232344249	929t212093
HT020969940	929t212427
HT020830548	929t212428
HT020969781	929t212712
1167735072	929w19000097
1113007605	929w19000098
107627028X	929w19000099
1151336459	929w19000112
1140759981	929w19000113
1171838808	929w19000140
1179500164	929w19000142
1186493275	929w19000250
1016024746	929w19000266
1188059580	929w19000280
1188961578	929w19000285
1183832958	929w19000286
1180056337	929w19000299
1011528851	929w19000305
998452254	929w19000306
998452254	929w19000307
1016640897	929w19000308
1182065465	929w19000310
117201986X	929w19000311
1184667292	929w19000312
1179720768	929w19000319
1188059580	929w20000058
1188059580	929w20000059
1188059580	929w20000060
1188059580	929w20000061
1188059580	929w20000062
1188059580	929w20000063
1188059580	929w20000064
1188059580	929w20000065
1201031141	929w20000225
1197824146	929w21000006
1188961578	929w21000008
1226792731	929w21000161
1187925683	929w21000205
1214956327	929w21000288
1214956327	929w21000291
1214956327	929w21000292
1172916918	929w21000336
1208649795	929w21000337
1237329337	929w21000339
123109057X	929w21000340
TT001168938	107t01111372
TT001103824	107t01126597
13163	107t01165001
13154	107t01165004
13148	107t01165006
13147	107t01165007
13123	107t01165010
13119	107t01165011
13118	107t01165012
13073	107t01165022
13056	107t01165023
12971	107t01165027
12879	107t01165030
12860	107t01165032
12835	107t01165034
11940	107t01165043
11919	107t01165044
13182	107t01165046
13178	107t01165048
13103	107t01165055
12858	107t01165085
12280	107t01165089
12263	107t01165090
2321	107t01165099
2319	107t01165100
2318	107t01165101
2316	107t01165103
2315	107t01165104
2311	107t01165108
2309	107t01165110
2306	107t01165111
2299	107t01165114
2293	107t01165116
2285	107t01165117
2272	107t01165119
14722	107t01165201
14708	107t01165206
14687	107t01165225
14684	107t01165227
14682	107t01165229
14672	107t01165231
14659	107t01165238
14654	107t01165240
14653	107t01165241
14649	107t01165242
14632	107t01165245
14631	107t01165246
14630	107t01165247
14626	107t01165251
14605	107t01165270
14544	107t01165296
14541	107t01165298
14497	107t01165308
14495	107t01165309
14488	107t01165312
14486	107t01165313
14433	107t01165331
14420	107t01165342
14410	107t01165348
14408	107t01165350
14406	107t01165351
14384	107t01165361
14383	107t01165362
14382	107t01165363
14381	107t01165364
14380	107t01165365
14379	107t01165366
14341	107t01165380
14340	107t01165381
14331	107t01165384
14330	107t01165385
14325	107t01165386
14324	107t01165387
14261	107t01165402
14255	107t01165405
14214	107t01165420
14182	107t01165426
14180	107t01165427
14178	107t01165429
14160	107t01165436
14151	107t01165444
14137	107t01165446
14136	107t01165447
14134	107t01165448
14133	107t01165449
14131	107t01165451
14127	107t01165453
14124	107t01165455
14123	107t01165456
14104	107t01165458
14047	107t01165464
13964	107t01165469
13755	107t01165485
13680	107t01165491
13628	107t01165493
13379	107t01165494
13299	107t01165506
13208	107t01165509
13203	107t01165510
12173	107t01165571
12000	107t01165576
11998	107t01165578
11997	107t01165579
10498	107t01165581
10496	107t01165582
2232	107t01165602
15991	107t01165701
15881	107t01165703
15880	107t01165704
15845	107t01165707
15789	107t01165714
15788	107t01165715
15785	107t01165716
15784	107t01165717
15783	107t01165718
15775	107t01165722
15774	107t01165723
15758	107t01165725
15757	107t01165726
15756	107t01165727
15755	107t01165728
15735	107t01165729
15731	107t01165730
15665	107t01165732
15658	107t01165733
15657	107t01165734
15656	107t01165735
15649	107t01165739
15647	107t01165740
15646	107t01165741
15638	107t01165742
15635	107t01165744
15634	107t01165745
15633	107t01165746
15628	107t01165748
15625	107t01165749
15621	107t01165750
15616	107t01165753
15613	107t01165754
15612	107t01165755
15605	107t01165756
15604	107t01165757
15579	107t01165759
15578	107t01165760
15577	107t01165761
15576	107t01165762
15571	107t01165764
15570	107t01165765
15565	107t01165766
15560	107t01165768
15551	107t01165773
15550	107t01165774
15549	107t01165775
15498	107t01165777
15477	107t01165780
15458	107t01165782
15453	107t01165784
15451	107t01165785
15448	107t01165786
15441	107t01165788
15440	107t01165789
15439	107t01165790
15434	107t01165791
15432	107t01165792
15427	107t01165794
15426	107t01165795
15425	107t01165796
15424	107t01165797
15420	107t01165800
15414	107t01165802
15413	107t01165803
15412	107t01165804
15398	107t01165806
15396	107t01165808
15382	107t01165811
15381	107t01165812
15378	107t01165813
15374	107t01165816
15373	107t01165817
15372	107t01165818
15370	107t01165820
15369	107t01165821
15364	107t01165822
15355	107t01165823
15351	107t01165824
15294	107t01165843
15289	107t01165844
15284	107t01165845
15283	107t01165846
15217	107t01165848
15216	107t01165849
15215	107t01165850
15214	107t01165851
15213	107t01165852
15210	107t01165855
15209	107t01165856
15205	107t01165857
15204	107t01165858
15195	107t01165860
15020	107t01165878
15019	107t01165879
15012	107t01165880
15011	107t01165881
14994	107t01165882
14952	107t01165883
14949	107t01165885
14948	107t01165886
14942	107t01165888
14930	107t01165890
14924	107t01165892
14913	107t01165894
14902	107t01165899
14898	107t01165900
14897	107t01165901
14894	107t01165902
14886	107t01165905
14869	107t01165907
14868	107t01165908
14867	107t01165909
14865	107t01165911
14863	107t01165913
14858	107t01165914
14857	107t01165915
14854	107t01165916
14850	107t01165918
14845	107t01165919
14837	107t01165920
14827	107t01165921
14823	107t01165922
14795	107t01165925
14790	107t01165927
14783	107t01165928
14443	107t01165931
14138	107t01165933
14135	107t01165934
14046	107t01165935
13978	107t01165936
13824	107t01165938
13801	107t01165941
13800	107t01165942
13783	107t01165944
13781	107t01165945
13767	107t01165946
13756	107t01165947
13755	107t01165948
13747	107t01165949
13744	107t01165950
13657	107t01165951
13619	107t01165952
13428	107t01165972
13309	107t01165978
13308	107t01165979
12460	107t01165988
12451	107t01165989
11989	107t01166009
9307	107t01166012
2525	107t01166018
2475	107t01166020
2450	107t01166021
2444	107t01166022
2442	107t01166023
2217	107t01166024
2212	107t01166025
2211	107t01166026
2201	107t01166028
16895	107t01167003
16891	107t01167004
16879	107t01167005
16877	107t01167006
16825	107t01167007
16822	107t01167008
16821	107t01167009
16810	107t01167010
16674	107t01167011
16597	107t01167012
16551	107t01167013
16420	107t01167014
16394	107t01167015
16393	107t01167016
16392	107t01167017
16384	107t01167023
16371	107t01167027
16359	107t01167028
16255	107t01167031
16196	107t01167032
16108	107t01167033
16107	107t01167034
16106	107t01167035
16096	107t01167038
16078	107t01167039
16077	107t01167040
16069	107t01167041
16063	107t01167042
16061	107t01167043
16058	107t01167044
16007	107t01167046
16006	107t01167047
16005	107t01167048
15985	107t01167051
15976	107t01167052
15969	107t01167053
15968	107t01167054
15952	107t01167055
15950	107t01167056
15949	107t01167057
15593	107t01167058
14777	107t01167061
14772	107t01167062
14769	107t01167063
14759	107t01167064
14749	107t01167065
14747	107t01167067
14741	107t01167068
14152	107t01167072
14147	107t01167073
14146	107t01167074
14114	107t01167076
14111	107t01167077
14099	107t01167079
14044	107t01167081
13991	107t01167091
13983	107t01167093
13980	107t01167094
13957	107t01167096
13951	107t01167097
13904	107t01167105
13895	107t01167109
13874	107t01167111
13869	107t01167112
13836	107t01167114
13827	107t01167115
13745	107t01167120
13742	107t01167121
13732	107t01167122
13725	107t01167124
13720	107t01167125
13688	107t01167129
13661	107t01167134
13629	107t01167136
13406	107t01167140
13404	107t01167141
13399	107t01167146
13383	107t01167148
13323	107t01167151
13321	107t01167153
13307	107t01167154
13306	107t01167155
13305	107t01167156
13304	107t01167157
13301	107t01167160
13300	107t01167161
13298	107t01167162
13297	107t01167163
13296	107t01167164
13294	107t01167165
13293	107t01167166
13292	107t01167167
13291	107t01167168
13290	107t01167169
13289	107t01167170
13288	107t01167171
13287	107t01167172
13286	107t01167173
13263	107t01167185
13257	107t01167190
13256	107t01167191
13250	107t01167194
13235	107t01167201
13233	107t01167203
13228	107t01167207
13224	107t01167210
13221	107t01167213
13220	107t01167214
13213	107t01167220
13211	107t01167222
13210	107t01167223
13209	107t01167224
13205	107t01167227
13202	107t01167228
13196	107t01167232
13195	107t01167233
13194	107t01167234
13063	107t01167237
2488	107t01167252
2282	107t01167253
2190	107t01167256
2189	107t01167257
2188	107t01167258
2186	107t01167259
2184	107t01167260
2177	107t01167266
2169	107t01167273
2165	107t01167276
2159	107t01167280
2158	107t01167281
13183	107t110517
13183	107t110518
13183	107t110519
13183	107t110520
13183	107t110521
13183	107t110522
13183	107t110523
13183	107t110524
13183	107t110525
13183	107t110526
13183	107t110528
13183	107t110529
13183	107t110530
13183	107t110531
13183	107t110532
15797	107t112494
15557	107t112515
13978	107t114114
TT001470517	107t120760
965024334	107t121117
HT017408850	107t130886
TT001145227	107t132074
HT016163608	107t132363
HT017822817	107t140570
TT001340414	107t142369
TT001197135	107t142412
HT01878959901	107t153513
TT001330388	107t161224
HT018823927	107t161411
HT01896247601	107t161881
TT001135913	107t162818
HT019164947	107t170712
HT009301592	107t171897
1137290838	107t193259
1138037966	107t193260
1131903242	107t193261
1137838841	107t193262
1112743235	107t193263
1104719495	107t193264
1054968411	107t193265
1163686077	107t193266
1180032640	107t193293
1188612271	107t193339
1178809587	107t193343
1193994446	107t193345
1191180808	107t193346
1187242764	107t193347
TT003196532	107t193475
TT003198400	107t193476
TT003196487	107t193477
TT003209015	107t193484
05653812X	107t193620
TT001128722	107t200524
1136798072	107t201934
1198972866	107t210929
1124841326	107t210931
1203716281	107t210932
1203066589	107t212619
HT020541693	121t200729
TT002234673	929t01034344
TT002234884	929t01034361
TT002234735	929t01034371
HT015930553	929t01034379
TT002234350	929t01034380
HT015782273	929t01034396
TT002234426	929t01034397
HT016234665	929t01034406
TT002234000	929t01034532
TT002234302	929t01034533
TT002234305	929t01034534
TT002234300	929t01034535
TT002234301	929t01034536
TT002234303	929t01034538
TT002234703	929t01034541
TT002234868	929t01034593
TT002234087	929t01034607
TT002234082	929t01034613
TT002234603	929t01034666
HT015852472	929t01034681
HT015782093	929t01034733
HT015780442	929t01034734
TT002234162	929t01034905
TT002234399	929t01034944
TT002234174	929t01035025
TT002234045	929t01035026
TT002234304	929t01035059
HT015931463	929t01035070
HT015507120	929t01035079
HT015777048	929t01035139
HT015782179	929t01035140
HT015777075	929t01035160
TT002234286	929t01035164
HT015972926	929t01035231
HT015972945	929t01035233
TT002234242	929t01035242
HT015972954	929t01035277
HT015971175	929t01035304
TT002234019	929t01035315
TT002234880	929t01035332
TT002234070	929t01035333
HT015972967	929t01035349
HT015972990	929t01035350
TT002234857	929t01035358
TT002234852	929t01035366
TT002234858	929t01035371
HT015777200	929t01035456
HT015972999	929t01035505
TT002234657	929t01035553
TT002234658	929t01035554
TT002234659	929t01035555
TT002234660	929t01035556
TT002234661	929t01035557
TT002234662	929t01035558
TT002234663	929t01035559
TT002234664	929t01035560
TT002234665	929t01035561
TT002234666	929t01035562
TT002234667	929t01035563
TT002234484	929t01035573
TT002234732	929t01035574
TT002234464	929t01035613
TT002234587	929t01035628
HT015931538	929t01035642
TT002234935	929t01035671
TT002234388	929t01035693
TT002234682	929t01035698
TT002234488	929t01035711
TT002234787	929t01035722
HT015777261	929t01035745
CT001003796	929t01039189
CT001003797	929t01039490
CT001003789	929t01039592
CT001003791	929t01039729
CT001003790	929t01039731
CT001003795	929t01039732
CT001003800	929t01039733
CT001003801	929t01039734
CT001003786	929t01039735
CT001003792	929t01039736
CT001003794	929t01039737
CT001003798	929t01039738
CT001003799	929t01039739
CT001003793	929t01040495
HT017149737	929t01041271
HT016628658	929t01041284
HT016640858	929t01041310
HT017062635	929t01041323
HT017064363	929t01041324
HT017062689	929t01041325
HT017064313	929t01041326
HT017064267	929t01041327
HT017064280	929t01041328
HT017064347	929t01041329
HT017064331	929t01041330
HT017063054	929t01041346
HT017062779	929t01041368
HT016640920	929t01041476
HT017062822	929t01041477
TT002234775	929t01041497
HT017495256	929t01044232
HT017527636	929t01044264
HT017527653	929t01044265
HT017527579	929t01044266
HT017483678	929t01044275
HT018570438	929t01071419
TT002234475	929t01072022
HT018112006	929t01072116
HT019230042	929t01072283
HT019319045	929t01072393
HT017481329	929t01072487
HT017488075	929t01072488
HT017488428	929t01072490
HT018153164	929t01072535
HT016378280	929t01072577
HT018842724	929t01073018
HT019033917	929t01073053
HT019173478	929t01073093
HT017488069	929t01073133
HT018665633	929t01073164
HT019416255	929t01073298
HT019416272	929t01073299
HT019416402	929t01073300
HT018404771	929t01073343
HT018867324	929t01073407
HT019319212	929t01073485
HT017487923	929t01073739
HT017488431	929t01073740
HT018344545	929t01073782
HT019389270	929t01073875
HT016760619	929t01073955
HT018107548	929t01073992
HT018569020	929t01074097
HT019417924	929t01074855
HT019425623	929t01074910
HT019301171	929t01075143
HT019302318	929t01075144
HT019416769	929t01075889
TT002234553	929t01077260
TT002234894	929t01077262
